,LandCover,Wind,DEM,NDVI,Clouds,Temp,Eva,Eva_plant,AirTempCategory
549029,50.0,1.0689371,1120.0,0.84,0.8604475,20.955109,-0.0032267366,4.656613e-10,0
549141,50.0,0.94989514,1845.0,0.73,0.9143161,18.238708,-0.002983781,-2.2208194e-05,0
549157,50.0,0.9987291,2368.0,0.77,0.8848092,16.503052,-0.0033207498,4.656613e-10,0
549216,50.0,0.87404674,737.0,0.76,0.8899154,20.093323,-0.0030990264,4.656613e-10,0
549347,30.0,0.8664768,805.0,0.79,0.8982179,18.020355,-0.0030691323,4.656613e-10,0
549409,50.0,0.8884446,1225.0,0.82,0.91549844,16.071716,-0.0031222657,4.656613e-10,0
549477,40.0,0.8980926,2469.0,0.77,0.9150957,15.514709,-0.0031999059,4.656613e-10,0
550185,40.0,2.2136397,39.0,0.78,0.7105743,26.483307,-0.0038024355,-2.5807225e-05,0
550186,40.0,2.1380882,49.0,0.75,0.7171877,26.53009,-0.0037535275,-8.602098e-06,0
551108,50.0,2.0349283,14.0,0.78,0.74445987,26.015411,-0.0035321212,-1.2025567e-05,0
551175,50.0,1.73198,45.0,0.8,0.76809394,25.872833,-0.0034601851,4.656613e-10,0
551176,11.0,1.6049228,79.0,0.8,0.7824511,25.629974,-0.0035134242,4.656613e-10,0
551210,120.0,1.1067871,78.0,0.75,0.75672513,25.967285,-0.0034759245,-7.895657e-07,0
552058,50.0,1.0339073,1578.0,0.77,0.8110615,19.658844,-0.0032071944,4.656613e-10,1
552186,40.0,1.0002134,1168.0,0.76,0.84576553,18.52655,-0.0030146257,4.656613e-10,0
552196,50.0,1.1706126,1234.0,0.79,0.7947294,20.611115,-0.0031973706,4.656613e-10,0
552271,50.0,1.4698502,771.0,0.8,0.75060546,23.553436,-0.003618212,4.656613e-10,0
552505,50.0,0.9541997,1587.0,0.8,0.88543284,18.604553,-0.0028805777,-2.7211727e-05,0
552518,40.0,1.0987718,2765.0,0.75,0.8388533,16.036957,-0.002885648,4.656613e-10,0
552574,50.0,0.90788907,1444.0,0.8,0.86157787,17.953064,-0.0029815626,-7.987629e-06,0
552577,120.0,0.924365,807.0,0.76,0.8461553,19.387909,-0.0030182172,-4.3885975e-06,0
552599,130.0,1.3865802,1138.0,0.79,0.75692004,22.117249,-0.0035657124,4.656613e-10,0
552856,50.0,1.1498322,1079.0,0.79,0.80272,18.17453,-0.0027678674,-2.3696284e-06,0
552908,30.0,0.882062,493.0,0.74,0.82428825,21.402496,-0.002828395,-2.9055132e-05,0
552983,40.0,1.0655231,2359.0,0.7,0.8367874,16.118958,-0.0029129013,-6.846473e-06,0
552994,50.0,1.2765926,1174.0,0.79,0.7817365,22.26654,-0.0034682131,-1.8429408e-06,0
553120,50.0,1.1465667,1826.0,0.76,0.8241843,17.974457,-0.002899169,-0.00027405264,0
553166,10.0,0.9647383,2012.0,0.74,0.8896686,17.256134,-0.0030693435,4.656613e-10,0
553178,60.0,1.0166893,1692.0,0.38,0.8407373,16.835938,-0.0031197304,-1.1406908e-06,0
553309,190.0,0.9969479,1489.0,0.58,0.8346696,16.818115,-0.003101139,-1.7551596e-06,0
553316,30.0,1.1201459,2006.0,0.73,0.85274273,16.941101,-0.0030932166,-0.0003005626,0
553378,30.0,1.074429,2475.0,0.73,0.8487149,16.1185,-0.002847092,-1.9307222e-06,0
553386,50.0,1.1873853,1955.0,0.8,0.8187793,19.871857,-0.0032102577,-6.1400317e-07,0
553445,10.0,1.0958031,2121.0,0.74,0.84922165,15.727264,-0.0027428325,-8.7315605e-08,0
553500,50.0,0.8544538,1262.0,0.81,0.826575,19.190521,-0.0032102577,4.656613e-10,0
553507,50.0,1.0171345,2592.0,0.81,0.83211,17.013733,-0.0029059295,-5.262219e-07,0
553649,50.0,1.1623005,1120.0,0.83,0.81918204,20.543365,-0.0031246953,4.656613e-10,0
553761,50.0,0.93520045,1845.0,0.81,0.87340146,18.220428,-0.0029920202,-2.26471e-05,0
553777,50.0,1.1217787,2368.0,0.79,0.84876686,16.134552,-0.0032246239,4.656613e-10,0
553836,50.0,0.9320834,737.0,0.76,0.8388013,19.932892,-0.0029705768,4.656613e-10,0
553967,30.0,0.8948271,805.0,0.77,0.84553164,17.785522,-0.0029162816,4.656613e-10,0
554029,50.0,0.8776091,1225.0,0.82,0.87579215,15.975037,-0.0030534987,4.656613e-10,0
554097,40.0,0.89868635,2469.0,0.76,0.86482614,15.333801,-0.0030881462,4.656613e-10,0
554805,40.0,3.5174606,39.0,0.74,0.4963603,27.389221,-0.0033553974,-3.800882e-05,0
554806,40.0,3.284275,49.0,0.74,0.50488365,27.457397,-0.0034499387,-1.2640036e-05,0
555728,50.0,3.1076417,14.0,0.77,0.568432,27.177551,-0.0036448312,-1.6063506e-05,0
555795,50.0,2.6286538,45.0,0.77,0.60673505,27.02649,-0.0037411684,4.656613e-10,0
555796,11.0,2.395468,79.0,0.77,0.6311617,26.675812,-0.0039051108,4.656613e-10,0
555830,120.0,1.2115797,78.0,0.7,0.49843916,27.3656,-0.003653282,-1.0529095e-06,0
556678,50.0,1.1278644,1578.0,0.8,0.71023655,20.243042,-0.0035345505,4.656613e-10,0
556806,40.0,1.1213334,1168.0,0.71,0.7454343,19.017181,-0.003367334,4.656613e-10,0
556816,50.0,1.233399,1234.0,0.77,0.6498455,21.386902,-0.0035198678,4.656613e-10,0
556891,50.0,1.6031415,771.0,0.79,0.5882461,25.048004,-0.0035972965,4.656613e-10,0
557125,50.0,1.006596,1587.0,0.8,0.8253147,19.436493,-0.0033038484,-2.7123944e-05,0
557138,40.0,1.2424533,2765.0,0.74,0.66035676,16.541382,-0.0032302225,4.656613e-10,0
557194,50.0,0.9798783,1444.0,0.8,0.73872995,18.773438,-0.003456488,-8.075411e-06,0
557197,120.0,1.0315324,807.0,0.71,0.68558896,20.264435,-0.003416453,-4.8275037e-06,0
557219,130.0,1.5096298,1138.0,0.74,0.59951097,23.399261,-0.0039437725,4.656613e-10,0
557476,50.0,1.2857953,1079.0,0.77,0.6179999,18.942749,-0.002758783,-2.4574097e-06,0
557528,30.0,0.98121417,493.0,0.68,0.62773156,22.398865,-0.003414763,-3.3970882e-05,0
557603,40.0,1.2816392,2359.0,0.67,0.6500664,16.361816,-0.0031954693,-8.075411e-06,0
557614,50.0,1.3766353,1174.0,0.73,0.5972632,23.687561,-0.00380983,-1.8429408e-06,0
557740,50.0,1.283272,1826.0,0.73,0.64297223,18.62149,-0.0030509634,-0.00031838217,0
557786,10.0,0.9892295,2012.0,0.74,0.78458196,18.1781,-0.00361705,4.656613e-10,0
557798,60.0,1.2314694,1692.0,0.37,0.6539773,17.472717,-0.0035109946,-1.4040346e-06,0
557929,190.0,1.196588,1489.0,0.56,0.6484163,17.671875,-0.0035214522,-2.1062847e-06,0
557936,30.0,1.318747,2006.0,0.73,0.6833282,17.447754,-0.003295609,-0.00035367024,0
557998,30.0,1.3212705,2475.0,0.74,0.6744151,16.668396,-0.0031559626,-2.3696284e-06,0
558006,50.0,1.269171,1955.0,0.82,0.63234407,20.774658,-0.0032603277,-6.1400317e-07,0
558065,10.0,1.3454647,2121.0,0.75,0.6765849,16.27002,-0.0029646615,-8.7315605e-08,0
558120,50.0,0.9457391,1262.0,0.79,0.6688541,20.412811,-0.0035096214,4.656613e-10,0
558127,50.0,1.2320632,2592.0,0.81,0.65217125,17.835876,-0.0033576156,-6.1400317e-07,0
558269,50.0,1.2981151,1120.0,0.85,0.634293,21.454193,-0.0031439203,4.656613e-10,0
558381,50.0,0.98195636,1845.0,0.81,0.78107387,19.084473,-0.003493354,-2.6333913e-05,0
558397,50.0,1.3757447,2368.0,0.78,0.6696467,16.587738,-0.003363531,4.656613e-10,0
558456,50.0,1.036876,737.0,0.72,0.6640078,20.946655,-0.00332413,4.656613e-10,0
558587,30.0,0.92911476,805.0,0.77,0.67794913,18.585815,-0.003359517,4.656613e-10,0
558649,50.0,0.8878509,1225.0,0.84,0.76014227,16.984314,-0.003453002,4.656613e-10,0
558717,40.0,0.88072616,2469.0,0.79,0.72591895,16.286499,-0.0034712765,4.656613e-10,0
559425,40.0,3.6292295,39.0,0.62,0.58714175,27.4458,-0.0029348729,-3.309307e-05,0
559426,40.0,3.4542289,49.0,0.64,0.5956651,27.623169,-0.0030405058,-1.0972192e-05,0
560348,50.0,2.5349936,14.0,0.75,0.6524051,26.868317,-0.0035515574,-1.43078805e-05,0
560415,50.0,2.135268,45.0,0.73,0.69538563,26.653961,-0.0037039858,4.656613e-10,0
560416,11.0,1.9584862,79.0,0.73,0.7209167,26.279663,-0.0038653926,4.656613e-10,0
560450,120.0,1.1936195,78.0,0.68,0.6115684,27.697144,-0.0033124047,-1.0529095e-06,0
561298,50.0,1.0343527,1578.0,0.58,0.7600903,19.882538,-0.0035218748,4.656613e-10,0
561426,40.0,1.037915,1168.0,0.65,0.7952101,18.65268,-0.0033477917,4.656613e-10,0
561436,50.0,1.1266769,1234.0,0.74,0.75013775,21.023743,-0.0034811005,4.656613e-10,0
561511,50.0,1.5025051,771.0,0.75,0.68692726,24.424164,-0.0036089162,4.656613e-10,0
561745,50.0,1.0079318,1587.0,0.78,0.8682173,18.9169,-0.003259166,-3.0722975e-05,0
561758,40.0,1.1220756,2765.0,0.69,0.8068128,16.117157,-0.0032302225,4.656613e-10,0
561814,50.0,0.94752026,1444.0,0.78,0.8239245,18.259644,-0.0034057843,-8.953223e-06,0
561817,120.0,0.96785533,807.0,0.67,0.8108146,19.785858,-0.0033896223,-5.1786287e-06,0
561839,130.0,1.3635733,1138.0,0.7,0.6975035,22.805725,-0.0040616584,4.656613e-10,0
562096,50.0,1.1618551,1079.0,0.61,0.7398214,18.522552,-0.0030514917,-2.4574097e-06,0
562148,30.0,0.88028085,493.0,0.62,0.8084889,22.088745,-0.0031359978,-3.739435e-05,0
562223,40.0,1.0811085,2359.0,0.67,0.80468196,16.122528,-0.0032880036,-7.3731603e-06,0
562234,50.0,1.2789675,1174.0,0.72,0.7090022,23.047668,-0.0038702518,-1.9307222e-06,0
562360,50.0,1.1617067,1826.0,0.67,0.7663529,18.26767,-0.0032027578,-0.0003046883,0
562406,10.0,0.95019203,2012.0,0.74,0.8661384,17.617065,-0.003388566,4.656613e-10,0
562418,60.0,1.0201032,1692.0,0.37,0.83200604,17.02887,-0.0034359952,-1.3162532e-06,0
562549,190.0,0.99605733,1489.0,0.57,0.83218795,17.107758,-0.003426277,-1.9307222e-06,0
562556,30.0,1.1418169,2006.0,0.75,0.81263363,17.121552,-0.003426277,-0.0003365529,0
562618,30.0,1.087491,2475.0,0.71,0.8371642,16.25888,-0.0031677934,-2.1062847e-06,0
562626,50.0,1.2004473,1955.0,0.74,0.7542045,20.437317,-0.0035659235,-6.1400317e-07,0
562685,10.0,1.116732,2121.0,0.69,0.83240885,15.839111,-0.0030724069,-8.7315605e-08,0
562740,50.0,0.8176428,1262.0,0.76,0.8236516,19.799652,-0.0034462416,4.656613e-10,0
562747,50.0,1.018322,2592.0,0.6,0.8326037,17.37555,-0.003249025,-5.262219e-07,0
562889,50.0,1.1805575,1120.0,0.85,0.7630917,21.311157,-0.0034561711,4.656613e-10,0
563001,50.0,0.91189677,1845.0,0.71,0.8597589,18.514526,-0.0032357152,-2.475385e-05,0
563017,50.0,1.1569569,2368.0,0.74,0.81606376,16.452698,-0.0035564166,4.656613e-10,0
563076,50.0,0.8973505,737.0,0.7,0.8253667,20.514404,-0.003173709,4.656613e-10,0
563207,30.0,0.8451026,805.0,0.7,0.82571745,18.249847,-0.0032148,4.656613e-10,0
563269,50.0,0.83515775,1225.0,0.69,0.85830367,16.325256,-0.0032980386,4.656613e-10,0
563337,40.0,0.84955555,2469.0,0.62,0.84867597,15.701416,-0.0033859252,4.656613e-10,0
564045,40.0,3.492821,39.0,0.65,0.8652549,27.034973,-0.00395423,-3.168857e-05,0
564046,40.0,3.3206408,49.0,0.6,0.87319356,27.157959,-0.003881132,-1.0621067e-05,0
564968,50.0,2.7465084,14.0,0.78,0.9009074,26.472168,-0.0039233854,-1.3078942e-05,0
565035,50.0,2.3411422,45.0,0.71,0.9194223,26.338928,-0.0037818372,4.656613e-10,0
565036,11.0,2.148775,79.0,0.66,0.93105096,26.06845,-0.0037933511,4.656613e-10,0
565070,120.0,1.1032248,78.0,0.74,0.9093398,27.034515,-0.00360036,-8.7734696e-07,0
565918,50.0,0.97824556,1578.0,0.76,0.92126733,20.233673,-0.0034275446,4.656613e-10,0
566046,40.0,0.97112083,1168.0,0.67,0.9271531,19.188293,-0.0032920176,4.656613e-10,0
566056,50.0,1.0904597,1234.0,0.76,0.9115876,21.491638,-0.003465995,4.656613e-10,0
566131,50.0,1.4389765,771.0,0.77,0.8927349,24.382263,-0.0038928573,4.656613e-10,0
566365,50.0,0.95345753,1587.0,0.78,0.93711865,19.484161,-0.0031419133,-2.8616227e-05,0
566378,40.0,1.073687,2765.0,0.67,0.91521263,16.915253,-0.0032492364,4.656613e-10,0
566434,50.0,0.8890383,1444.0,0.8,0.9216701,18.878143,-0.0033175808,-8.338754e-06,0
566437,120.0,0.9009128,807.0,0.67,0.91710955,20.32904,-0.0033607846,-5.1786287e-06,0
566459,130.0,1.3800492,1138.0,0.76,0.8830032,23.103394,-0.004065567,4.656613e-10,0
566716,50.0,1.1633395,1079.0,0.6,0.88536793,19.207886,-0.0030731463,-2.3696284e-06,0
566768,30.0,0.8761248,493.0,0.6,0.90067357,22.746887,-0.0032776515,-3.871107e-05,0
566843,40.0,1.0726479,2359.0,0.67,0.90636444,16.94867,-0.0034041996,-7.899848e-06,0
566854,50.0,1.3295826,1174.0,0.79,0.8773643,23.356476,-0.0038797588,-2.0185034e-06,0
566980,50.0,1.1860495,1826.0,0.64,0.88634235,19.018066,-0.003272053,-0.00032408795,0
567026,10.0,0.9562777,2012.0,0.7,0.9210594,18.334076,-0.0035713108,4.656613e-10,0
567038,60.0,1.0425164,1692.0,0.37,0.9076897,17.727142,-0.0036421905,-1.4040346e-06,0
567169,190.0,1.0352432,1489.0,0.57,0.9015441,17.841217,-0.00362793,-2.1062847e-06,0
567176,30.0,1.1588866,2006.0,0.72,0.89568424,17.901825,-0.0035395154,-0.00036244837,0
567238,30.0,1.1042638,2475.0,0.71,0.90540296,16.999481,-0.0032452224,-2.2818472e-06,0
567246,50.0,1.2382973,1955.0,0.77,0.87043905,20.965363,-0.0036851831,-6.1400317e-07,0
567305,10.0,1.1284581,2121.0,0.72,0.90124524,16.613129,-0.0030813857,-8.7315605e-08,0
567360,50.0,0.88102305,1262.0,0.77,0.8954894,20.444458,-0.0038304282,4.656613e-10,0
567367,50.0,1.0527581,2592.0,0.7,0.89884156,18.107239,-0.0034114884,-6.1400317e-07,0
567509,50.0,1.1956975,1120.0,0.83,0.8646442,21.763,-0.0035996204,4.656613e-10,0
567621,50.0,0.9432158,1845.0,0.65,0.93010247,19.269836,-0.003523248,-2.6685038e-05,0
567637,50.0,1.1691283,2368.0,0.73,0.8859916,17.191986,-0.0037481403,4.656613e-10,0
567696,50.0,0.95316064,737.0,0.73,0.9013362,21.05716,-0.003527262,4.656613e-10,0
567827,30.0,0.9095218,805.0,0.71,0.9074169,18.815308,-0.0034293404,4.656613e-10,0
567889,50.0,0.88399166,1225.0,0.77,0.9306482,17.080566,-0.0036785281,4.656613e-10,0
567957,40.0,0.90106124,2469.0,0.59,0.9246715,16.444244,-0.0036530707,4.656613e-10,0
568665,40.0,2.506198,39.0,0.68,0.92989457,27.369629,-0.003875111,-3.0371852e-05,0
568666,40.0,2.4232247,49.0,0.72,0.93436414,27.513977,-0.0039383853,-1.009438e-05,0
569588,50.0,1.9170738,14.0,0.74,0.9451093,26.71457,-0.0036261342,-1.2815599e-05,0
569655,50.0,1.6596938,45.0,0.78,0.95274913,26.600494,-0.0035652898,4.656613e-10,0
569656,11.0,1.5465893,79.0,0.77,0.95711476,26.377258,-0.003663106,4.656613e-10,0
569690,120.0,1.1038185,78.0,0.76,0.9446805,27.109375,-0.0038109918,-9.651283e-07,0
570538,50.0,0.9680038,1578.0,0.73,0.954711,20.409698,-0.00330575,4.656613e-10,0
570666,40.0,0.9371301,1168.0,0.74,0.9597263,19.341125,-0.0031954693,4.656613e-10,0
570676,50.0,1.0781399,1234.0,0.76,0.95341176,21.568726,-0.00348353,4.656613e-10,0
570751,50.0,1.4380859,771.0,0.78,0.940094,24.488312,-0.004029335,4.656613e-10,0
570985,50.0,0.94707495,1587.0,0.78,0.97232944,19.517578,-0.0030706113,-3.0196288e-05,0
570998,40.0,1.0396961,2765.0,0.65,0.9616882,16.951355,-0.0031300825,4.656613e-10,0
571054,50.0,0.86499244,1444.0,0.77,0.9631824,18.912445,-0.0032007508,-8.777661e-06,0
571057,120.0,0.8605395,807.0,0.64,0.9617662,20.373169,-0.0032130042,-5.354191e-06,0
571079,130.0,1.4086965,1138.0,0.76,0.9342862,23.128326,-0.0041048625,4.656613e-10,0
571336,50.0,1.1452308,1079.0,0.63,0.9358973,19.23999,-0.0031698004,-2.545191e-06,0
571388,30.0,0.8540085,493.0,0.6,0.9552178,22.666687,-0.0031427585,-3.9764447e-05,0
571463,40.0,1.0281185,2359.0,0.68,0.9521644,17.009705,-0.0032642363,-7.548723e-06,0
571474,50.0,1.3101381,1174.0,0.78,0.9258668,23.46344,-0.0039310963,-2.1062847e-06,0
571600,50.0,1.135286,1826.0,0.59,0.9388857,19.107178,-0.003177723,-0.0003150465,0
571646,10.0,0.95078576,2012.0,0.7,0.9671063,18.389313,-0.0035024383,4.656613e-10,0
571658,60.0,0.9976901,1692.0,0.4,0.95462006,17.718231,-0.0034759245,-1.3162532e-06,0
571789,190.0,0.9954636,1489.0,0.58,0.9522424,17.820282,-0.0034635654,-2.0185034e-06,0
571796,30.0,1.0827413,2006.0,0.71,0.9479417,18.012787,-0.0034103263,-0.00034980787,0
571858,30.0,1.0462271,2475.0,0.74,0.95415235,17.073456,-0.0031591314,-2.194066e-06,0
571866,50.0,1.1804091,1955.0,0.77,0.9316226,21.112854,-0.0036098668,-6.1400317e-07,0
571925,10.0,1.0624062,2121.0,0.72,0.9530999,16.694244,-0.0030459987,-8.7315605e-08,0
571980,50.0,0.8727109,1262.0,0.79,0.9531649,20.561188,-0.0036044796,4.656613e-10,0
571987,50.0,1.0147597,2592.0,0.79,0.95341176,18.110352,-0.0033113484,-5.262219e-07,0
572129,50.0,1.1418169,1120.0,0.84,0.9287642,21.875732,-0.003629409,4.656613e-10,0
572241,50.0,0.94455165,1845.0,0.74,0.96627474,19.366516,-0.0035087762,-2.747507e-05,0
572257,50.0,1.0858583,2368.0,0.73,0.94918907,17.213348,-0.0037003942,4.656613e-10,0
572316,50.0,0.93520045,737.0,0.74,0.9568029,20.970276,-0.003397756,4.656613e-10,0
572447,30.0,0.90150654,805.0,0.75,0.9591546,18.765839,-0.0033326864,4.656613e-10,0
572509,50.0,0.8842885,1225.0,0.81,0.96648264,16.976746,-0.003577649,4.656613e-10,0
572577,40.0,0.8931944,2469.0,0.65,0.9659499,16.328827,-0.0035628602,4.656613e-10,0
573285,40.0,2.5018933,39.0,0.79,0.9281665,26.759125,-0.0040987357,-3.1249663e-05,0
573286,40.0,2.4045224,49.0,0.76,0.92888117,26.825531,-0.0039668004,-1.0445505e-05,0
574208,50.0,2.420553,14.0,0.79,0.93271405,26.224396,-0.0038557802,-1.2991161e-05,0
574275,50.0,2.0472481,45.0,0.78,0.93850887,26.071106,-0.0036165218,4.656613e-10,0
574276,11.0,1.8824893,79.0,0.79,0.94295245,25.805542,-0.0035707827,4.656613e-10,0
574310,120.0,1.1302392,78.0,0.77,0.93622214,26.290802,-0.003402721,-7.895657e-07,0
575158,50.0,0.94217676,1578.0,0.64,0.9631045,20.032715,-0.0031976874,4.656613e-10,0
575286,40.0,0.9150138,1168.0,0.81,0.9649624,18.858093,-0.0030538156,4.656613e-10,0
575296,50.0,1.0548362,1234.0,0.8,0.9623898,21.055817,-0.0033383905,4.656613e-10,0
575371,50.0,1.3652061,771.0,0.78,0.95085216,23.594452,-0.003991624,4.656613e-10,0
575605,50.0,0.984925,1587.0,0.8,0.96459866,19.02298,-0.0029730063,-2.9494038e-05,0
575618,40.0,1.0215875,2765.0,0.78,0.9668334,16.485687,-0.0030635337,4.656613e-10,0
575674,50.0,0.89200693,1444.0,0.79,0.95931053,18.393341,-0.0030885688,-8.5143165e-06,0
575677,120.0,0.8771638,807.0,0.79,0.96088266,19.947144,-0.003015471,-5.0030662e-06,0
575699,130.0,1.3099896,1138.0,0.77,0.95043635,22.417603,-0.0039670113,4.656613e-10,0
575956,50.0,1.0604765,1079.0,0.76,0.95395744,18.740448,-0.0031452936,-2.2818472e-06,0
576008,30.0,0.86261755,493.0,0.75,0.9600901,22.070923,-0.002824909,-3.6165417e-05,0
576083,40.0,0.98344064,2359.0,0.73,0.9626887,16.739685,-0.0031275472,-6.934254e-06,0
576094,50.0,1.1902056,1174.0,0.77,0.94439465,22.640839,-0.0038299002,-1.8429408e-06,0
576220,50.0,1.054094,1826.0,0.73,0.9528011,18.648651,-0.0031519486,-0.00028256743,0
576266,10.0,0.98997164,2012.0,0.74,0.9642608,17.666992,-0.0032422645,4.656613e-10,0
576278,60.0,0.9582073,1692.0,0.41,0.96002513,17.310516,-0.003303109,-1.228472e-06,0
576409,190.0,0.9521216,1489.0,0.59,0.9558544,17.236084,-0.0033041653,-1.8429408e-06,0
576416,30.0,1.0204,2006.0,0.72,0.95601034,17.531525,-0.003327299,-0.00031153523,0
576478,30.0,0.99086225,2475.0,0.76,0.95741355,16.608673,-0.0031418076,-2.0185034e-06,0
576486,50.0,1.098475,1955.0,0.77,0.94442064,20.460938,-0.0035854657,-6.1400317e-07,0
576545,10.0,1.0043695,2121.0,0.75,0.95621824,16.19693,-0.003120153,-8.7315605e-08,0
576600,50.0,0.86217225,1262.0,0.82,0.95212543,19.578186,-0.0033330033,4.656613e-10,0
576607,50.0,0.96028537,2592.0,0.79,0.952944,17.477173,-0.003192406,-5.262219e-07,0
576749,50.0,1.0705699,1120.0,0.86,0.94108146,21.17926,-0.003488389,4.656613e-10,0
576861,50.0,0.93891126,1845.0,0.77,0.95879084,18.55777,-0.0032569475,-2.3612694e-05,0
576877,50.0,1.0135722,2368.0,0.75,0.95204747,16.644775,-0.0034985298,4.656613e-10,0
576936,50.0,0.878945,737.0,0.77,0.95176166,20.336609,-0.0031078996,4.656613e-10,0
577067,30.0,0.857274,805.0,0.78,0.9524243,18.211517,-0.0031597654,4.656613e-10,0
577129,50.0,0.8568287,1225.0,0.82,0.9579593,16.208069,-0.0033217005,4.656613e-10,0
577197,40.0,0.8728593,2469.0,0.74,0.9579593,15.65863,-0.0033493764,4.656613e-10,0
577905,40.0,2.2079992,39.0,0.79,0.95247626,26.720825,-0.004094088,-2.6948383e-05,0
577906,40.0,2.1426895,49.0,0.79,0.9537106,26.78009,-0.003934054,-9.041005e-06,0
578828,50.0,2.1640637,14.0,0.79,0.9687044,26.067993,-0.003590853,-1.1059973e-05,0
578895,50.0,1.8403349,45.0,0.71,0.9719916,25.932526,-0.0033926857,4.656613e-10,0
578896,11.0,1.7000672,79.0,0.8,0.9733819,25.692352,-0.0033579324,4.656613e-10,0
578930,120.0,1.2167747,78.0,0.77,0.9612335,26.760468,-0.0038276818,-8.7734696e-07,0
579778,50.0,1.0244077,1578.0,0.8,0.96035,20.3638,-0.0036626833,4.656613e-10,0
579906,40.0,0.9789877,1168.0,0.83,0.963988,19.119232,-0.0035075087,4.656613e-10,0
579916,50.0,1.1768467,1234.0,0.8,0.9555296,21.48941,-0.003995427,4.656613e-10,0
579991,50.0,1.5911186,771.0,0.82,0.9575565,24.188446,-0.0048792567,4.656613e-10,0
580225,50.0,0.9675585,1587.0,0.82,0.98033303,18.96994,-0.0030311046,-2.7650633e-05,0
580238,40.0,1.1974787,2765.0,0.77,0.9564521,16.636292,-0.0035922262,4.656613e-10,0
580294,50.0,0.9058111,1444.0,0.82,0.97205657,18.356781,-0.0033151512,-8.075411e-06,0
580297,120.0,0.9530122,807.0,0.8,0.9668074,19.9516,-0.003452791,-4.8275037e-06,0
580319,130.0,1.5118563,1138.0,0.79,0.94955283,23.037445,-0.004877461,4.656613e-10,0
580576,50.0,1.2762957,1079.0,0.77,0.943771,19.182495,-0.0037667316,-2.6329722e-06,0
580628,30.0,0.9831438,493.0,0.74,0.9591546,22.129303,-0.0034281784,-3.511204e-05,0
580703,40.0,1.2494296,2359.0,0.75,0.9500206,16.836365,-0.00370219,-8.689879e-06,0
580714,50.0,1.3775259,1174.0,0.78,0.94134134,23.455872,-0.0048028845,-2.0185034e-06,0
580840,50.0,1.2826782,1826.0,0.73,0.9426796,19.007385,-0.003989617,-0.0003556892,0
580886,10.0,0.97171456,2012.0,0.75,0.9703675,17.847015,-0.0035822967,4.656613e-10,0
580898,60.0,1.1884243,1692.0,0.4,0.95343775,17.44107,-0.0040289126,-1.4918159e-06,0
581029,190.0,1.1541367,1489.0,0.61,0.95346373,17.38446,-0.003973561,-2.194066e-06,0
581036,30.0,1.2868344,2006.0,0.71,0.94500536,17.833649,-0.003977469,-0.0003936985,0
581098,30.0,1.2430471,2475.0,0.76,0.95111203,16.787811,-0.0037599711,-2.4574097e-06,0
581106,50.0,1.313552,1955.0,0.79,0.9370147,20.910553,-0.0043180296,-7.017845e-07,0
581165,10.0,1.2684288,2121.0,0.76,0.9495918,16.425537,-0.0036215922,-8.7315605e-08,0
581220,50.0,0.924365,1262.0,0.87,0.9557115,19.967651,-0.0039342656,4.656613e-10,0
581227,50.0,1.161113,2592.0,0.79,0.95229435,17.603271,-0.0038287381,-6.1400317e-07,0
581369,50.0,1.3175596,1120.0,0.85,0.93344164,21.61728,-0.0040893345,4.656613e-10,0
581481,50.0,0.9852218,1845.0,0.79,0.96458566,18.859863,-0.0035653955,-2.5895008e-05,0
581497,50.0,1.2948496,2368.0,0.78,0.9416142,16.761078,-0.004061553,4.656613e-10,0
581556,50.0,1.0195094,737.0,0.77,0.95063126,20.5318,-0.0036678594,4.656613e-10,0
581687,30.0,0.95108265,805.0,0.79,0.9507742,18.276123,-0.0036111344,4.656613e-10,0
581749,50.0,0.9096703,1225.0,0.81,0.960324,16.511078,-0.0035972965,4.656613e-10,0
581817,40.0,0.9182793,2469.0,0.76,0.9562832,15.835999,-0.0036578241,4.656613e-10,0
582525,40.0,2.2007263,39.0,0.78,0.9139523,26.612091,-0.0042889803,-2.817732e-05,0
582526,40.0,2.1214638,49.0,0.78,0.9148878,26.711456,-0.004146904,-9.39213e-06,0
583448,50.0,2.2526772,14.0,0.75,0.94390094,25.911133,-0.003886625,-1.2376692e-05,0
583515,50.0,1.8936217,45.0,0.74,0.9498257,25.798859,-0.003648951,4.656613e-10,0
583516,11.0,1.7348001,79.0,0.79,0.9481626,25.59076,-0.003619057,4.656613e-10,0
583550,120.0,1.1864947,78.0,0.77,0.88419855,26.874115,-0.0042568683,-9.651283e-07,0
584398,50.0,1.1164352,1578.0,0.78,0.9124841,20.016663,-0.0039558145,4.656613e-10,0
584526,40.0,1.0693824,1168.0,0.82,0.9251522,18.82959,-0.0037441263,4.656613e-10,0
584536,50.0,1.2838657,1234.0,0.8,0.8945279,21.316956,-0.004382149,4.656613e-10,0
584611,50.0,1.6307498,771.0,0.82,0.8729597,24.394745,-0.0051812613,4.656613e-10,0
584845,50.0,0.98952633,1587.0,0.81,0.9555166,18.76007,-0.0031939903,-2.9055132e-05,0
584858,40.0,1.3503629,2765.0,0.74,0.9024796,16.3284,-0.0038677168,4.656613e-10,0
584914,50.0,0.9494499,1444.0,0.8,0.9434722,18.084076,-0.003499058,-8.602098e-06,0
584917,120.0,1.0109005,807.0,0.78,0.9320384,19.754639,-0.0037366264,-5.26641e-06,0
